Resultado da Query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATISTST,TGFCAB,VLRINSS,FLOAT,,,"22,00","126,00",,N,77,"2,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,VLRREPREDTOT,FLOAT,,,"22,00","126,00",,N,78,"2,00",0,"696,00",80,C3091C2336,"0,00","0,00","1,00",30/10/2025 05:17,"11.078,00",,,YES,NO,"3,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,PERCDESC,FLOAT,,,"22,00","126,00",,N,79,"2,00",0,"23,00",80,C12514,"0,00","0,00","23,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"3,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,CODPARCREMETENTE,NUMBER,,,"22,00","10,00","0,00",N,80,"2,00",0,"68,00",80,C23609,"0,00","0,00","68,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"3,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,CODPARCCONSIGNATARIO,NUMBER,,,"22,00","10,00","0,00",N,81,"2,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,CODPARCREDESPACHO,NUMBER,,,"22,00","10,00","0,00",N,82,"2,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,LOCALCOLETA,VARCHAR2,,,"40,00",,,Y,83,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,40,YES,NO,"0,00","40,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,LOCALENTREGA,VARCHAR2,,,"40,00",,,Y,84,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,40,YES,NO,"0,00","40,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,VLRMERCADORIA,FLOAT,,,"22,00","126,00",,Y,85,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,PESO,FLOAT,,,"22,00","126,00",,Y,86,,,"3.138,00",80,C3144141,"0,00","700,00","254,00",30/10/2025 05:17,"10.739,00",,,YES,NO,"3,00","0,00",,NO,YES,HEIGHT BALANCED,NO,NO,,,,
SATISTST,TGFCAB,NOTASCF,VARCHAR2,,,"35,00",,,Y,87,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,35,YES,NO,"0,00","35,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,CODNAT,NUMBER,,,"22,00","10,00","0,00",N,88,"2,00",0,"140,00",80,C40A02,"0,00","0,00","139,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"6,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,CODMAQ,NUMBER,,,"22,00","10,00","0,00",Y,89,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,CODFUNC,NUMBER,,,"22,00","10,00","0,00",Y,90,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NUMOS,NUMBER,,,"22,00","10,00","0,00",Y,91,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NUMCF,NUMBER,,,"22,00","10,00","0,00",Y,92,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,VLRFRETECPL,FLOAT,,,"22,00","126,00",,Y,93,,,"1,00",80,80,"0,00","30.340,00","1,00",30/10/2025 05:17,"7.775,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,TROCO,FLOAT,,,"22,00","126,00",,N,94,"2,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,NROREDZ,NUMBER,,,"22,00","5,00","0,00",Y,95,"1,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,VLRMOEDA,FLOAT,,,"22,00","126,00",,Y,96,"1,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,OCCN48,NUMBER,,,"22,00","10,00","0,00",Y,97,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,CODUSUINC,NUMBER,,,"22,00","5,00","0,00",Y,98,"1,00",0,"67,00",80,C20216,"0,00","70,00","67,00",30/10/2025 05:17,"10.802,00",,,YES,NO,"4,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,NUTRANSF,NUMBER,,,"22,00","10,00","0,00",Y,99,"1,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,CODUSUCOMPRADOR,NUMBER,,,"22,00","5,00","0,00",N,100,"2,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,CODSITE,NUMBER,,,"22,00","10,00","0,00",Y,101,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,TOTALCUSTOPROD,FLOAT,,,"22,00","126,00",,Y,102,,,"2.573,00",80,C405263B565D59,"0,00","820,00","1,00",30/10/2025 05:17,"10.996,00",,,YES,NO,"4,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,TOTALCUSTOSERV,FLOAT,,,"22,00","126,00",,Y,103,,,"1,00",80,80,"0,00","680,00","1,00",30/10/2025 05:17,"10.741,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,CODCID,NUMBER,,,"22,00","10,00","0,00",Y,104,"1,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,BASESUBSTSEMRED,FLOAT,,,"22,00","126,00",,Y,105,"1,00",0,"5,00",80,C302053F63,"0,00","0,00","5,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"3,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,CODMOTORISTA,NUMBER,,,"22,00","10,00","0,00",Y,106,"1,00",0,"1,00",80,80,"0,00","0,00","1,00",30/10/2025 05:17,"10.809,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,NURD8,NUMBER,,,"22,00","10,00","0,00",Y,107,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NATUREZAOPERDES,VARCHAR2,,,"2,00",,,Y,108,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,2,YES,NO,"0,00","2,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,SERIENFDES,VARCHAR2,,,"4,00",,,Y,109,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,4,YES,NO,"0,00","4,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,MODELONFDES,VARCHAR2,,,"2,00",,,Y,110,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,2,YES,NO,"0,00","2,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,DTPREVENT,DATE,,,"7,00",,,Y,111,,,"1.022,00",787A041B010101,787D081B010101,"0,00","80.760,00","254,00",30/10/2025 05:17,"2.733,00",,,YES,NO,"3,00","0,00",,NO,YES,HEIGHT BALANCED,NO,NO,,,,
SATISTST,TGFCAB,NUNOTAPEDFRET,NUMBER,,,"22,00","10,00","0,00",Y,112,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,BASEIRF,FLOAT,,,"22,00","126,00",,Y,113,,,"1,00",80,80,"0,00","680,00","1,00",30/10/2025 05:17,"10.741,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,ALIQIRF,FLOAT,,,"22,00","126,00",,Y,114,,,"1,00",80,80,"0,00","680,00","1,00",30/10/2025 05:17,"10.741,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TGFCAB,PLACA,VARCHAR2,,,"10,00",,,Y,115,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,10,YES,NO,"0,00","10,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,UFVEICULO,NUMBER,,,"22,00","5,00","0,00",Y,116,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,PESOBRUTO,FLOAT,,,"22,00","126,00",,Y,117,,,"3.722,00",80,C3152F2451,"0,00","850,00","254,00",30/10/2025 05:17,"10.724,00",,,YES,NO,"4,00","0,00",,NO,YES,HEIGHT BALANCED,NO,NO,,,,
SATISTST,TGFCAB,HRENTSAI,DATE,,,"7,00",,,Y,118,,,"4.815,00",7066011C010101,787E0108010101,"0,00","12.680,00","254,00",30/10/2025 05:17,"9.541,00",,,YES,NO,"8,00","0,00",,NO,YES,HEIGHT BALANCED,NO,NO,,,,
SATISTST,TGFCAB,ANTT,VARCHAR2,,,"20,00",,,Y,119,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,20,YES,NO,"0,00","20,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,LACRES,VARCHAR2,,,"255,00",,,Y,120,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,255,YES,NO,"0,00","255,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,DANFE,NUMBER,,,"22,00","10,00","0,00",Y,121,,,"7.599,00",C107,C3024B1D,"0,00","98.620,00","1,00",30/10/2025 05:17,"1.216,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,CHAVENFE,VARCHAR2,,,"44,00",,,Y,122,,,"18.804,00",3135323230393337333239343234303030313034353530303130303030303031333031333337353232323136,3533323231313232353033313732303030313130353530303130303030303031313231373731313730303031,"0,00","89.260,00","1,00",30/10/2025 05:17,"2.152,00",CHAR_CS,44,YES,NO,"10,00","44,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,NUMERACAOVOLUMES,VARCHAR2,,,"60,00",,,Y,123,,,"22,00",2E,534E,"0,05","110.040,00","1,00",30/10/2025 05:17,"74,00",CHAR_CS,60,YES,NO,"2,00","60,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,DTENVIOPMB,DATE,,,"7,00",,,Y,124,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"1,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,TIPNOTAPMB,VARCHAR2,,,"10,00",,,Y,125,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,10,YES,NO,"0,00","10,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,NUMALEATORIO,NUMBER,,,"22,00","10,00","0,00",Y,126,,,"18.276,00",C10B,C464635417,"0,00","91.760,00","1,00",30/10/2025 05:17,"1.902,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NUMPROTOC,VARCHAR2,,,"30,00",,,Y,127,,,"12.170,00",313239323230333433323735323730,363331323430303031383834363338,"0,00","98.610,00","1,00",30/10/2025 05:17,"1.217,00",CHAR_CS,30,YES,NO,"3,00","30,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,DHPROTOC,DATE,,,"7,00",,,Y,128,,,"12.170,00",787A04070C0B07,787D060C0C1511,"0,00","98.610,00","1,00",30/10/2025 05:17,"1.217,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,DTENVSUF,DATE,,,"7,00",,,Y,129,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"1,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NULOTENFE,NUMBER,,,"22,00","10,00","0,00",Y,130,,,"12.190,00",C111,C3024236,"0,00","98.590,00","1,00",30/10/2025 05:17,"1.219,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,STATUSNFE,VARCHAR2,,,"1,00",,,Y,131,,,"4,00",41,53,"0,25","98.580,00","1,00",30/10/2025 05:17,"1.220,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,TPEMISNFE,NUMBER,,,"22,00","5,00","0,00",Y,132,,,"3,00",C102,C107,"0,33","98.580,00","1,00",30/10/2025 05:17,"1.220,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,DTADIAM,DATE,,,"7,00",,,Y,133,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"1,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,HRADIAM,NUMBER,,,"22,00","10,00","0,00",Y,134,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,CODDOCA,NUMBER,,,"22,00","10,00","0,00",Y,135,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,DIGITAL,VARCHAR2,,,"1.000,00",,,Y,136,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,1000,YES,NO,"0,00","1.000,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,TOTDISPDESC,FLOAT,,,"22,00","126,00",,Y,137,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,BASEPIS,FLOAT,,,"22,00","126,00",,Y,138,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,VLRPIS,FLOAT,,,"22,00","126,00",,Y,139,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,BASEPISST,FLOAT,,,"22,00","126,00",,Y,140,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,VLRPISST,FLOAT,,,"22,00","126,00",,Y,141,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,BASECOFINS,FLOAT,,,"22,00","126,00",,Y,142,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,VLRCOFINS,FLOAT,,,"22,00","126,00",,Y,143,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,BASECOFINSST,FLOAT,,,"22,00","126,00",,Y,144,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,VLRCOFINSST,FLOAT,,,"22,00","126,00",,Y,145,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,VLRROYALT,FLOAT,,,"22,00","126,00",,Y,146,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NROCAIXA,NUMBER,,,"22,00","10,00","0,00",Y,147,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NUMREGDPEC,VARCHAR2,,,"15,00",,,Y,148,,,"30,00",383931323233323638343038313337,383931323337383939393536383935,"0,03","110.750,00","1,00",30/10/2025 05:17,"3,00",CHAR_CS,15,YES,NO,"2,00","15,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,DHREGDPEC,DATE,,,"7,00",,,Y,149,,,"30,00",787A0705102E0F,787B0A11120922,"0,03","110.750,00","1,00",30/10/2025 05:17,"3,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,CODEMPFUNC,NUMBER,,,"22,00","5,00","0,00",Y,150,,,"8,00",C102,C109,"0,13","108.120,00","1,00",30/10/2025 05:17,"266,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,VLRINDENIZ,FLOAT,,,"22,00","126,00",,Y,151,,,"1,00",80,80,"1,00","87.520,00","1,00",30/10/2025 05:17,"2.326,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,MARCA,VARCHAR2,,,"60,00",,,Y,152,,,"26,00",2E,646920736F6C6F,"0,04","110.040,00","1,00",30/10/2025 05:17,"74,00",CHAR_CS,60,YES,NO,"2,00","60,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,TIPOPTAGJNFE,NUMBER,,,"22,00","10,00","0,00",Y,153,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,TPEMISNFSE,NUMBER,,,"22,00","5,00","0,00",Y,154,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NULOTENFSE,NUMBER,,,"22,00","10,00","0,00",Y,155,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TGFCAB,NUMNFSE,VARCHAR2,,,"20,00",,,Y,156,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,20,YES,NO,"0,00","20,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,STATUSNFSE,VARCHAR2,,,"1,00",,,Y,157,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,1,YES,NO,"0,00","1,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,UFEMBARQ,VARCHAR2,,,"2,00",,,Y,158,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,2,YES,NO,"0,00","2,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,LOCEMBARQ,VARCHAR2,,,"60,00",,,Y,159,,,"0,00",,,"0,00","110.780,00","0,00",30/10/2025 05:17,,CHAR_CS,60,YES,NO,"0,00","60,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SATISTST,TGFCAB,TPLIGACAO,NUMBER,,,"22,00","5,00","0,00",Y,160,,,"3,00",C102,C104,"0,33","110.670,00","1,00",30/10/2025 05:17,"11,00",,,YES,NO,"2,00","0,00",,NO,YES,NONE,NO,NO,,,,
